model_key,model_name,status,power_mode_name,profile,task_family,dataset_scope,processed_items,processed_unit,telemetry_samples,samples,duration_s,fps,throughput_items_s,energy_joules,energy_kj,joules_per_sample,joules_per_item,avg_power_w,peak_power_w,flops_g_per_item,flops_g_per_sample,jgflops,notes
foundation_stereo,FoundationStereo,completed,120W,full,stereo,uwstereo_val_full,276,stereo_pairs,5647,5647,1147.624066,0.24049687365130593,0.24049687365130593,87544.227729,87.544227729,317.18923090217396,317.18923090217396,76.283018,144.042,,,,Stereo runner uses UWStereo validation split.
igev,IGEV,runner_pending,120W,full,stereo,,,,,,,,,,,,,,,,,,Runner Jetson ainda nao implementado.
